atom_id,source_dataset_id,source_row_id,atom_category,primary_label,secondary_labels,attributes,tags,provenance,confidence,status,notes
vm_gtr:GTR-0043:R,genre_transformation_rules,GTR-0043,transformation_rule,reggae_to_cumbia,"[""reggae"", ""cumbia""]","{""gtr_id"": ""GTR-0043"", ""source_genre"": ""reggae"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""retain_repetitive_hook_and_bounce_memory"", ""elements_to_change"": ""adjust_percussion_layout_and_bass_drive"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_clave_and_extra_percussion"", ""instrumentation_focus"": ""percussion_led_band_with_support_guitar"", ""vocal_style_shift"": ""from_laid_back_phrasing_to_more_punctuated_delivery"", ""lyrical_tone_shift"": ""from_chill_relaxation_to_full_party_mood"", ""notes"": ""keep_lyrics_simple_for_chant_and_dance""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0044:R,genre_transformation_rules,GTR-0044,transformation_rule,southern_rock_blues_to_alt_rock,"[""southern_rock_blues"", ""alt_rock""]","{""gtr_id"": ""GTR-0044"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""maintain_signature_riff_and_vocal_motif"", ""elements_to_change"": ""modify_drum_feel_and_guitar_layering"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""tighten_backbeat_and_fills"", ""instrumentation_focus"": ""stacked_guitars_with_modern_tones"", ""vocal_style_shift"": ""from_raw_edge_to_controlled_intensity"", ""lyrical_tone_shift"": ""from_traditional_frames_to_contemporary_phrasing"", ""notes"": ""keep_blues_influence_within_modern_alt_rock_mix""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0045:R,genre_transformation_rules,GTR-0045,transformation_rule,alt_rock_to_lofi_pop,"[""alt_rock"", ""lofi_pop""]","{""gtr_id"": ""GTR-0045"", ""source_genre"": ""alt_rock"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""preserve_hook_line_and_lyric_theme"", ""elements_to_change"": ""adjust_drum_power_and_mix_density"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""reduce_drum_transients_and_keep_lilt"", ""instrumentation_focus"": ""understated_guitars_and_warm_keys"", ""vocal_style_shift"": ""from_full_projection_to_soft_close_mic"", ""lyrical_tone_shift"": ""from_outward_confrontation_to_inward_analysis"", ""notes"": ""keep_alt_flavor_in_harmony_with_lofi_aesthetic""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0046:R,genre_transformation_rules,GTR-0046,transformation_rule,reggae_to_southern_rock_blues,"[""reggae"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0046"", ""source_genre"": ""reggae"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""keep_hook_flow_and_relaxed_motif"", ""elements_to_change"": ""modify_drum_feel_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""move_to_swung_rock_backbeat"", ""instrumentation_focus"": ""crunch_guitars_and_full_kit"", ""vocal_style_shift"": ""from_smooth_delivery_to_earthier_tone"", ""lyrical_tone_shift"": ""from_coastal_scene_to_barroom_scene"", ""notes"": ""retain_some_offbeat_detail_in_support_parts""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0047:R,genre_transformation_rules,GTR-0047,transformation_rule,cumbia_to_southern_rock_blues,"[""cumbia"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0047"", ""source_genre"": ""cumbia"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""maintain_dance_hook_and_repetitive_refrain"", ""elements_to_change"": ""reshape_percussion_stack_to_rock_kit"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""add_looser_backbeat_with_fills"", ""instrumentation_focus"": ""slide_guitar_and_supporting_organ"", ""vocal_style_shift"": ""from_party_chant_to_story_voice"", ""lyrical_tone_shift"": ""from_party_focus_to_roadhouse_story"", ""notes"": ""maintain_forward_motion_in_chorus_sections""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0048:R,genre_transformation_rules,GTR-0048,transformation_rule,lofi_pop_to_reggae,"[""lofi_pop"", ""reggae""]","{""gtr_id"": ""GTR-0048"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""retain_hook_motif_and_soft_atmosphere"", ""elements_to_change"": ""adjust_drum_groove_and_guitar_role"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_offbeat_pulse_with_light_percussion"", ""instrumentation_focus"": ""clean_guitar_or_keys_on_offbeats"", ""vocal_style_shift"": ""from_inward_tone_tooutward_easygoing_delivery"", ""lyrical_tone_shift"": ""from_deeply_inward_to_more_social_relaxation"", ""notes"": ""keep_soft_mix_edges_for_warmth""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0049:R,genre_transformation_rules,GTR-0049,transformation_rule,southern_rock_blues_to_reggae,"[""southern_rock_blues"", ""reggae""]","{""gtr_id"": ""GTR-0049"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""keep_blues_hook_and_story_arc"", ""elements_to_change"": ""adjust_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_offbeat_skank"", ""instrumentation_focus"": ""clean_skank_guitar_and_light_keys"", ""vocal_style_shift"": ""from_gritty_belt_to_relaxed_syncopation"", ""lyrical_tone_shift"": ""from_brooding_to_laid_back"", ""notes"": ""retain_blues_color_while_adapting_to_reggae_feel""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0050:R,genre_transformation_rules,GTR-0050,transformation_rule,alt_rock_to_reggae,"[""alt_rock"", ""reggae""]","{""gtr_id"": ""GTR-0050"", ""source_genre"": ""alt_rock"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""retain_hook_shape_and_chorus_length"", ""elements_to_change"": ""update_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_skank_and_laid_back_pulse"", ""instrumentation_focus"": ""clean_guitar_or_keys_on_offbeats"", ""vocal_style_shift"": ""from_sharp_attack_to_smoother_phrasing"", ""lyrical_tone_shift"": ""from_restless_angle_to_relaxed_view"", ""notes"": ""keep_alt_progressions_while_simplifying_rhythm""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0051:R,genre_transformation_rules,GTR-0051,transformation_rule,southern_rock_blues_to_cumbia,"[""southern_rock_blues"", ""cumbia""]","{""gtr_id"": ""GTR-0051"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""keep_hook_and_narrative_refrain"", ""elements_to_change"": ""reshape_percussion_stack_and_bass_pattern"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_forward_cumbia_groove"", ""instrumentation_focus"": ""percussion_led_band_with_supporting_guitar"", ""vocal_style_shift"": ""from_raspy_belt_to_clearly_projected_voice"", ""lyrical_tone_shift"": ""from_weighted_confession_to_celebratory_twist"", ""notes"": ""keep_story_details_but_align_phrasing_with_dance_context""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0052:R,genre_transformation_rules,GTR-0052,transformation_rule,lofi_pop_to_alt_rock,"[""lofi_pop"", ""alt_rock""]","{""gtr_id"": ""GTR-0052"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""alt_rock"", ""core_elements_keep"": ""keep_hook_and_core_emotional_theme"", ""elements_to_change"": ""update_drum_energy_and_guitar_layers"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""move_to_tighter_rock_backbeat"", ""instrumentation_focus"": ""driven_guitars_and_punchier_drums"", ""vocal_style_shift"": ""from_intimate_whisper_to_confident_belt"", ""lyrical_tone_shift"": ""from_quiet_processing_to_controlled_intensity"", ""notes"": ""keep_introspective_content_inside_alt_rock_frame""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0053:R,genre_transformation_rules,GTR-0053,transformation_rule,cumbia_to_lofi_pop,"[""cumbia"", ""lofi_pop""]","{""gtr_id"": ""GTR-0053"", ""source_genre"": ""cumbia"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""retain_lead_melody_and_catchy_refrain"", ""elements_to_change"": ""adjust_percussion_layers_and_bass_hype"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soften_groove_and_introduce_looseness"", ""instrumentation_focus"": ""soft_drums_and_muted_keys"", ""vocal_style_shift"": ""from_excited_shout_to_more_relaxed_tone"", ""lyrical_tone_shift"": ""from_outward_celebration_to_quiet_nostalgia"", ""notes"": ""retain_simple_chant_like_phrases_in_hooks""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0054:R,genre_transformation_rules,GTR-0054,transformation_rule,reggae_to_lofi_pop,"[""reggae"", ""lofi_pop""]","{""gtr_id"": ""GTR-0054"", ""source_genre"": ""reggae"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""keep_hook_motif_and_chilled_center"", ""elements_to_change"": ""reshape_drum_texture_and_mix_space"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soften_backbeat_and_keep_subtle_swing"", ""instrumentation_focus"": ""soft_drums_keys_and_subtle_fx"", ""vocal_style_shift"": ""from_projected_lines_to_whisper_like_delivery"", ""lyrical_tone_shift"": ""from_outward_relaxation_to_inward_warmth"", ""notes"": ""retain_loop_friendly_refrain_for_streaming_clips""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0055:R,genre_transformation_rules,GTR-0055,transformation_rule,alt_rock_to_southern_rock_blues,"[""alt_rock"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0055"", ""source_genre"": ""alt_rock"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""keep_main_riff_and_chorus_focus"", ""elements_to_change"": ""update_guitar_tone_and_drum_swing"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""add_blues_swing_to_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_with_blues_phrasings"", ""vocal_style_shift"": ""from_indie_bite_to_bluesy_drawl"", ""lyrical_tone_shift"": ""from_detached_cool_to_rootsy_honesty"", ""notes"": ""retain_modern_melodic_ideas_while_shiftingtoward_blues""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0056:R,genre_transformation_rules,GTR-0056,transformation_rule,lofi_pop_to_cumbia,"[""lofi_pop"", ""cumbia""]","{""gtr_id"": ""GTR-0056"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""preserve_main_melody_and_loop_structure"", ""elements_to_change"": ""update_percussion_pattern_and_bass_drive"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_clave_and_forward_party_kick"", ""instrumentation_focus"": ""percussion_plus_light_guitars_or_keys"", ""vocal_style_shift"": ""from_soft_tone_toconfident_projection"", ""lyrical_tone_shift"": ""from_private_feeling_to_shared_dance_context"", ""notes"": ""retain_hook_simplicity_for_crowd_singalong""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0057:R,genre_transformation_rules,GTR-0057,transformation_rule,alt_rock_to_lofi_pop,"[""alt_rock"", ""lofi_pop""]","{""gtr_id"": ""GTR-0057"", ""source_genre"": ""alt_rock"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""retain_hook_line_and_lyric_theme"", ""elements_to_change"": ""modify_drum_power_and_mix_density"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soften_backbeat_and_introduce_swing"", ""instrumentation_focus"": ""soft_drums_and_muted_guitars"", ""vocal_style_shift"": ""from_full_projection_to_soft_close_mic"", ""lyrical_tone_shift"": ""from_outward_confrontation_to_inward_analysis"", ""notes"": ""keep_alt_flavor_in_harmony_with_lofi_aesthetic""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0058:R,genre_transformation_rules,GTR-0058,transformation_rule,southern_rock_blues_to_lofi_pop,"[""southern_rock_blues"", ""lofi_pop""]","{""gtr_id"": ""GTR-0058"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""lofi_pop"", ""core_elements_keep"": ""keep_emotional_hook_and_melodic_spine"", ""elements_to_change"": ""reshape_drum_and_guitar_intensity"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""soft_backbeat_with_swing"", ""instrumentation_focus"": ""soft_guitars_piano_and_lofi_drums"", ""vocal_style_shift"": ""from_stage_belt_to_close_mic_intimacy"", ""lyrical_tone_shift"": ""from_big_statement_to_quiet_reflection"", ""notes"": ""retain_blues_nuance_while_supporting_loop_friendly_snippets""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0059:R,genre_transformation_rules,GTR-0059,transformation_rule,cumbia_to_southern_rock_blues,"[""cumbia"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0059"", ""source_genre"": ""cumbia"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""keep_dance_hook_and_repetitive_refrain"", ""elements_to_change"": ""modify_percussion_stack_to_rock_kit"", ""tempo_shift_hint"": ""bpm_similar"", ""groove_shift_hint"": ""move_to_swung_backbeat"", ""instrumentation_focus"": ""slide_guitar_and_supporting_organ"", ""vocal_style_shift"": ""from_group_shout_to_gritty_solo_belt"", ""lyrical_tone_shift"": ""from_party_focus_to_roadhouse_story"", ""notes"": ""maintain_forward_motion_in_chorus_sections""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0060:R,genre_transformation_rules,GTR-0060,transformation_rule,alt_rock_to_cumbia,"[""alt_rock"", ""cumbia""]","{""gtr_id"": ""GTR-0060"", ""source_genre"": ""alt_rock"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""maintain_chorus_hook_and_melodic_center"", ""elements_to_change"": ""adjust_drum_groove_and_percussion_role"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_clave_and_party_forward_feel"", ""instrumentation_focus"": ""guitars_with_congas_and_shakers"", ""vocal_style_shift"": ""from_inward_delivery_tooutward_celebration"", ""lyrical_tone_shift"": ""from_introspective_text_to_community_oriented_view"", ""notes"": ""retain_alt_harmonic_color_inside_cumbia_groove""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0061:R,genre_transformation_rules,GTR-0061,transformation_rule,reggae_to_cumbia,"[""reggae"", ""cumbia""]","{""gtr_id"": ""GTR-0061"", ""source_genre"": ""reggae"", ""target_genre"": ""cumbia"", ""core_elements_keep"": ""preserve_repetitive_hook_and_bounce_memory"", ""elements_to_change"": ""reshape_percussion_layout_and_bass_drive"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""tighten_groove_for_party_feel"", ""instrumentation_focus"": ""percussion_led_band_with_support_guitar"", ""vocal_style_shift"": ""from_relaxed_tone_to_energetic_projection"", ""lyrical_tone_shift"": ""from_background_vibe_to_lead_anthem"", ""notes"": ""keep_lyrics_simple_for_chant_and_dance""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0062:R,genre_transformation_rules,GTR-0062,transformation_rule,southern_rock_blues_to_reggae,"[""southern_rock_blues"", ""reggae""]","{""gtr_id"": ""GTR-0062"", ""source_genre"": ""southern_rock_blues"", ""target_genre"": ""reggae"", ""core_elements_keep"": ""keep_blues_hook_and_story_arc"", ""elements_to_change"": ""update_drum_pattern_and_guitar_comping"", ""tempo_shift_hint"": ""slightly_slower"", ""groove_shift_hint"": ""add_offbeat_skank"", ""instrumentation_focus"": ""clean_skank_guitar_and_light_keys"", ""vocal_style_shift"": ""from_gritty_belt_to_relaxed_syncopation"", ""lyrical_tone_shift"": ""from_brooding_to_laid_back"", ""notes"": ""retain_blues_color_while_adapting_to_reggae_feel""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0063:R,genre_transformation_rules,GTR-0063,transformation_rule,lofi_pop_to_southern_rock_blues,"[""lofi_pop"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0063"", ""source_genre"": ""lofi_pop"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""preserve_simple_hook_and_emotional_seed"", ""elements_to_change"": ""update_drum_character_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_rock_backbeat_with_swing"", ""instrumentation_focus"": ""crunch_guitars_and_fuller_drums"", ""vocal_style_shift"": ""from_whispery_phrases_to_stronger_projection"", ""lyrical_tone_shift"": ""from_bedroom_scene_to_barroom_scene"", ""notes"": ""retain_intimate_lyric_angles_while_scaling_energy""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
vm_gtr:GTR-0064:R,genre_transformation_rules,GTR-0064,transformation_rule,reggae_to_southern_rock_blues,"[""reggae"", ""southern_rock_blues""]","{""gtr_id"": ""GTR-0064"", ""source_genre"": ""reggae"", ""target_genre"": ""southern_rock_blues"", ""core_elements_keep"": ""maintain_hook_flow_and_relaxed_motif"", ""elements_to_change"": ""reshape_drum_feel_and_guitar_weight"", ""tempo_shift_hint"": ""slightly_faster"", ""groove_shift_hint"": ""add_blues_swing_to_backbeat"", ""instrumentation_focus"": ""overdriven_guitars_and_solid_snare"", ""vocal_style_shift"": ""from_laid_back_lines_to_grittier_attack"", ""lyrical_tone_shift"": ""from_easygoing_view_to_roadhouse_story"", ""notes"": ""retain_some_offbeat_detail_in_support_parts""}","[""viral_muse"", ""genre_transformation_rules"", ""transformation_rule""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_GTR_SINGLE_RULE""]}",0.97,active,
